Export_Log_ID,Reporting_Date,Settlement_Cycle_Code,Gross_Sales_Volume,Total_COGS,Tax_Component,Net_Profit_Amount,Corporate_Tax_Zone,Reconciliation_Match_Flag,Last_Sync_Timestamp,created_at,updated_at,source_system,etl_load_timestamp,record_version,is_active
EXP00000216,2023-08-04,DAILY,384959.09,261983.87,24965.88,98009.34,US_EAST,Y,2023-08-04T23:59:00,2023-08-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000217,2023-08-05,DAILY,331205.68,255500.55,23871.65,51833.48,EU_CENTRAL,Y,2023-08-05T23:59:00,2023-08-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000218,2023-08-06,DAILY,353017.94,245578.57,25034.16,82405.21,EU_CENTRAL,Y,2023-08-06T23:59:00,2023-08-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000219,2023-08-07,DAILY,320669.56,254188.44,22117.56,44363.56,APAC,Y,2023-08-07T23:59:00,2023-08-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000220,2023-08-08,DAILY,350953.32,248528.64,23005.10,79419.58,US_EAST,Y,2023-08-08T23:59:00,2023-08-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000221,2023-08-09,DAILY,359754.21,258257.70,23713.91,77782.60,LATAM,Y,2023-08-09T23:59:00,2023-08-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000222,2023-08-10,DAILY,422465.58,287086.83,28454.75,106924.00,US_EAST,Y,2023-08-10T23:59:00,2023-08-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000223,2023-08-11,DAILY,416793.19,257811.23,28290.26,130691.70,US_EAST,Y,2023-08-11T23:59:00,2023-08-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000224,2023-08-12,DAILY,387851.81,258539.68,26790.33,102521.80,US_EAST,Y,2023-08-12T23:59:00,2023-08-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000225,2023-08-13,DAILY,410844.05,324446.46,29235.17,57162.42,LATAM,Y,2023-08-13T23:59:00,2023-08-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000226,2023-08-14,DAILY,353408.83,215866.02,21985.98,115556.83,APAC,Y,2023-08-14T23:59:00,2023-08-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000227,2023-08-15,DAILY,338466.30,253510.18,24289.84,60666.28,APAC,Y,2023-08-15T23:59:00,2023-08-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.509535,1,True
EXP00000228,2023-08-16,DAILY,465922.17,326627.40,30638.19,108656.58,LATAM,Y,2023-08-16T23:59:00,2023-08-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000229,2023-08-17,DAILY,352510.77,265884.28,24485.86,62140.63,EU_CENTRAL,Y,2023-08-17T23:59:00,2023-08-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000230,2023-08-18,DAILY,342087.75,240302.71,24245.78,77539.26,APAC,Y,2023-08-18T23:59:00,2023-08-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000231,2023-08-19,DAILY,319909.28,207095.39,21439.94,91373.95,EU_CENTRAL,Y,2023-08-19T23:59:00,2023-08-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000232,2023-08-20,DAILY,388715.18,310401.84,25933.48,52379.86,LATAM,Y,2023-08-20T23:59:00,2023-08-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000233,2023-08-21,DAILY,318261.42,221346.60,22527.87,74386.95,US_WEST,Y,2023-08-21T23:59:00,2023-08-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000234,2023-08-22,DAILY,370115.21,245618.48,23970.72,100526.01,LATAM,Y,2023-08-22T23:59:00,2023-08-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000235,2023-08-23,DAILY,358807.47,247731.23,24960.54,86115.70,EU_CENTRAL,Y,2023-08-23T23:59:00,2023-08-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000236,2023-08-24,DAILY,328638.32,218394.29,22146.93,88097.10,US_EAST,Y,2023-08-24T23:59:00,2023-08-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000237,2023-08-25,DAILY,279513.24,175156.60,21243.91,83112.73,US_WEST,Y,2023-08-25T23:59:00,2023-08-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.510551,1,True
EXP00000238,2023-08-26,DAILY,395737.08,265144.24,24430.28,106162.56,LATAM,Y,2023-08-26T23:59:00,2023-08-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000239,2023-08-27,DAILY,362731.35,233755.81,24291.23,104684.31,APAC,Y,2023-08-27T23:59:00,2023-08-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000240,2023-08-28,DAILY,284261.44,178301.65,20575.97,85383.82,US_WEST,Y,2023-08-28T23:59:00,2023-08-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000241,2023-08-29,DAILY,312961.61,229119.13,21315.17,62527.31,APAC,Y,2023-08-29T23:59:00,2023-08-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000242,2023-08-30,DAILY,374616.49,269721.37,24313.23,80581.89,LATAM,Y,2023-08-30T23:59:00,2023-08-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000243,2023-08-31,DAILY,386888.05,267813.21,26274.80,92800.04,US_EAST,Y,2023-08-31T23:59:00,2023-08-31T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000244,2023-09-01,DAILY,406566.93,290241.92,27860.86,88464.15,EU_CENTRAL,Y,2023-09-01T23:59:00,2023-09-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.511557,1,True
EXP00000245,2023-09-02,DAILY,385361.72,240355.15,24451.59,120554.98,LATAM,Y,2023-09-02T23:59:00,2023-09-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000246,2023-09-03,DAILY,355815.52,245175.49,24837.90,85802.13,US_EAST,Y,2023-09-03T23:59:00,2023-09-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000247,2023-09-04,DAILY,381404.43,234780.29,26788.53,119835.61,EU_CENTRAL,Y,2023-09-04T23:59:00,2023-09-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000248,2023-09-05,DAILY,300852.60,222896.61,20596.05,57359.94,EU_CENTRAL,Y,2023-09-05T23:59:00,2023-09-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000249,2023-09-06,DAILY,330101.83,259616.05,21965.65,48520.13,US_EAST,Y,2023-09-06T23:59:00,2023-09-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000250,2023-09-07,DAILY,353595.00,230399.02,23559.31,99636.67,US_EAST,Y,2023-09-07T23:59:00,2023-09-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000251,2023-09-08,DAILY,356516.60,274201.06,26120.19,56195.35,US_WEST,Y,2023-09-08T23:59:00,2023-09-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000252,2023-09-09,DAILY,362908.70,283961.60,25626.28,53320.82,EU_CENTRAL,Y,2023-09-09T23:59:00,2023-09-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.512553,1,True
EXP00000253,2023-09-10,DAILY,302332.89,222691.59,22262.12,57379.18,EU_CENTRAL,Y,2023-09-10T23:59:00,2023-09-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000254,2023-09-11,DAILY,357871.74,243099.94,26518.93,88252.87,US_WEST,Y,2023-09-11T23:59:00,2023-09-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000255,2023-09-12,DAILY,314187.37,204947.22,21590.47,87649.68,APAC,Y,2023-09-12T23:59:00,2023-09-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000256,2023-09-13,DAILY,380800.85,260789.40,24655.57,95355.88,EU_CENTRAL,Y,2023-09-13T23:59:00,2023-09-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000257,2023-09-14,DAILY,315956.93,222649.74,21068.18,72239.01,LATAM,Y,2023-09-14T23:59:00,2023-09-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000258,2023-09-15,DAILY,452392.23,344900.42,29694.80,77797.01,APAC,Y,2023-09-15T23:59:00,2023-09-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000259,2023-09-16,DAILY,391264.64,250665.35,25482.73,115116.56,APAC,Y,2023-09-16T23:59:00,2023-09-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000260,2023-09-17,DAILY,323823.23,212114.41,22837.17,88871.65,APAC,Y,2023-09-17T23:59:00,2023-09-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000261,2023-09-18,DAILY,370964.31,237530.84,25200.33,108233.14,US_WEST,Y,2023-09-18T23:59:00,2023-09-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.513563,1,True
EXP00000262,2023-09-19,DAILY,399946.44,275348.00,25961.20,98637.24,LATAM,Y,2023-09-19T23:59:00,2023-09-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.514563,1,True
EXP00000263,2023-09-20,DAILY,340407.35,269224.97,22427.97,48754.41,APAC,Y,2023-09-20T23:59:00,2023-09-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000264,2023-09-21,DAILY,350202.21,227903.19,22842.23,99456.79,EU_CENTRAL,Y,2023-09-21T23:59:00,2023-09-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000265,2023-09-22,DAILY,324504.57,236016.12,22566.51,65921.94,US_WEST,Y,2023-09-22T23:59:00,2023-09-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000266,2023-09-23,DAILY,343028.76,235022.79,24208.11,83797.86,APAC,Y,2023-09-23T23:59:00,2023-09-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000267,2023-09-24,DAILY,337452.98,203274.06,22418.04,111760.88,EU_CENTRAL,Y,2023-09-24T23:59:00,2023-09-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000268,2023-09-25,DAILY,357406.18,272170.81,23295.79,61939.58,APAC,Y,2023-09-25T23:59:00,2023-09-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000269,2023-09-26,DAILY,332772.59,222666.35,22109.60,87996.64,APAC,Y,2023-09-26T23:59:00,2023-09-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000270,2023-09-27,DAILY,334207.71,258709.71,23468.44,52029.56,US_WEST,Y,2023-09-27T23:59:00,2023-09-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000271,2023-09-28,DAILY,385923.66,263091.08,25276.30,97556.28,US_WEST,Y,2023-09-28T23:59:00,2023-09-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000272,2023-09-29,DAILY,357575.54,260320.61,25642.90,71612.03,EU_CENTRAL,Y,2023-09-29T23:59:00,2023-09-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000273,2023-09-30,DAILY,375390.24,281177.07,24743.35,69469.82,US_EAST,Y,2023-09-30T23:59:00,2023-09-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000274,2023-10-01,DAILY,387703.05,309352.78,26417.52,51932.75,EU_CENTRAL,Y,2023-10-01T23:59:00,2023-10-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000275,2023-10-02,DAILY,398970.31,298930.31,24817.16,75222.84,US_EAST,Y,2023-10-02T23:59:00,2023-10-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.515553,1,True
EXP00000276,2023-10-03,DAILY,302278.49,226939.12,22078.41,53260.96,APAC,Y,2023-10-03T23:59:00,2023-10-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000277,2023-10-04,DAILY,321018.72,235116.66,22008.12,63893.94,APAC,Y,2023-10-04T23:59:00,2023-10-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000278,2023-10-05,DAILY,399603.63,248661.92,26913.29,124028.42,LATAM,Y,2023-10-05T23:59:00,2023-10-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000279,2023-10-06,DAILY,365322.46,265273.99,24354.53,75693.94,APAC,Y,2023-10-06T23:59:00,2023-10-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000280,2023-10-07,DAILY,334179.37,241659.24,22184.42,70335.71,EU_CENTRAL,Y,2023-10-07T23:59:00,2023-10-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000281,2023-10-08,DAILY,342777.72,220356.48,22361.96,100059.28,US_EAST,Y,2023-10-08T23:59:00,2023-10-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000282,2023-10-09,DAILY,374269.29,284213.55,25322.27,64733.47,US_EAST,Y,2023-10-09T23:59:00,2023-10-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000283,2023-10-10,DAILY,399080.71,271077.92,27093.45,100909.34,APAC,Y,2023-10-10T23:59:00,2023-10-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517071,1,True
EXP00000284,2023-10-11,DAILY,359889.52,245347.99,24768.93,89772.60,US_WEST,Y,2023-10-11T23:59:00,2023-10-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000285,2023-10-12,DAILY,390850.90,237526.70,25022.53,128301.67,US_EAST,Y,2023-10-12T23:59:00,2023-10-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000286,2023-10-13,DAILY,403405.90,295034.37,24954.50,83417.03,US_WEST,Y,2023-10-13T23:59:00,2023-10-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000287,2023-10-14,DAILY,338174.57,250957.41,24448.94,62768.22,LATAM,Y,2023-10-14T23:59:00,2023-10-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000288,2023-10-15,DAILY,357133.39,216922.05,23909.97,116301.37,US_EAST,Y,2023-10-15T23:59:00,2023-10-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000289,2023-10-16,DAILY,420408.34,277718.13,29400.24,113289.97,APAC,Y,2023-10-16T23:59:00,2023-10-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000290,2023-10-17,DAILY,304684.36,234048.40,20773.18,49862.78,APAC,Y,2023-10-17T23:59:00,2023-10-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000291,2023-10-18,DAILY,331175.24,210121.19,22681.46,98372.59,EU_CENTRAL,Y,2023-10-18T23:59:00,2023-10-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000292,2023-10-19,DAILY,401718.91,290846.38,27636.74,83235.79,EU_CENTRAL,Y,2023-10-19T23:59:00,2023-10-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000293,2023-10-20,DAILY,395462.96,252765.56,26230.29,116467.11,US_EAST,Y,2023-10-20T23:59:00,2023-10-20T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000294,2023-10-21,DAILY,363736.37,284558.40,25053.18,54124.79,US_WEST,Y,2023-10-21T23:59:00,2023-10-21T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.517770,1,True
EXP00000295,2023-10-22,DAILY,357525.50,251084.12,24810.99,81630.39,EU_CENTRAL,Y,2023-10-22T23:59:00,2023-10-22T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000296,2023-10-23,DAILY,299255.94,219375.89,20561.52,59318.53,LATAM,Y,2023-10-23T23:59:00,2023-10-23T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000297,2023-10-24,DAILY,377851.21,245908.78,25287.65,106654.78,LATAM,Y,2023-10-24T23:59:00,2023-10-24T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000298,2023-10-25,DAILY,363768.38,271961.59,25826.61,65980.18,APAC,Y,2023-10-25T23:59:00,2023-10-25T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000299,2023-10-26,DAILY,352034.62,264118.29,23827.53,64088.80,LATAM,Y,2023-10-26T23:59:00,2023-10-26T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000300,2023-10-27,DAILY,382962.91,247378.12,24652.60,110932.19,APAC,Y,2023-10-27T23:59:00,2023-10-27T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000301,2023-10-28,DAILY,389530.21,259216.28,25270.30,105043.63,EU_CENTRAL,Y,2023-10-28T23:59:00,2023-10-28T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000302,2023-10-29,DAILY,331148.18,234373.72,23545.86,73228.60,LATAM,Y,2023-10-29T23:59:00,2023-10-29T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000303,2023-10-30,DAILY,365099.99,262184.04,25177.27,77738.68,LATAM,Y,2023-10-30T23:59:00,2023-10-30T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000304,2023-10-31,DAILY,348412.57,277675.60,22578.05,48158.92,LATAM,Y,2023-10-31T23:59:00,2023-10-31T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000305,2023-11-01,DAILY,363941.90,232390.26,25417.77,106133.87,EU_CENTRAL,Y,2023-11-01T23:59:00,2023-11-01T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000306,2023-11-02,DAILY,366251.53,283679.29,26386.03,56186.21,US_EAST,Y,2023-11-02T23:59:00,2023-11-02T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000307,2023-11-03,DAILY,397588.35,290699.92,26418.10,80470.33,US_WEST,Y,2023-11-03T23:59:00,2023-11-03T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000308,2023-11-04,DAILY,381589.35,272883.06,24851.50,83854.79,US_EAST,Y,2023-11-04T23:59:00,2023-11-04T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000309,2023-11-05,DAILY,347293.41,224603.45,24870.98,97818.98,US_WEST,Y,2023-11-05T23:59:00,2023-11-05T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000310,2023-11-06,DAILY,333053.48,224103.08,21681.71,87268.69,APAC,Y,2023-11-06T23:59:00,2023-11-06T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.518787,1,True
EXP00000311,2023-11-07,DAILY,282030.12,190067.55,20591.85,71370.72,APAC,Y,2023-11-07T23:59:00,2023-11-07T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000312,2023-11-08,DAILY,372835.52,224447.33,24520.54,123867.65,US_EAST,Y,2023-11-08T23:59:00,2023-11-08T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000313,2023-11-09,DAILY,339988.08,256133.63,23215.51,60638.94,APAC,Y,2023-11-09T23:59:00,2023-11-09T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000314,2023-11-10,DAILY,400330.68,305037.18,25366.80,69926.70,US_EAST,Y,2023-11-10T23:59:00,2023-11-10T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000315,2023-11-11,DAILY,387707.43,234769.73,26254.34,126683.36,LATAM,Y,2023-11-11T23:59:00,2023-11-11T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000316,2023-11-12,DAILY,352081.80,215041.36,24892.55,112147.89,APAC,Y,2023-11-12T23:59:00,2023-11-12T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000317,2023-11-13,DAILY,366809.58,285504.90,23883.61,57421.07,APAC,Y,2023-11-13T23:59:00,2023-11-13T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000318,2023-11-14,DAILY,361076.52,272246.89,24166.19,64663.44,EU_CENTRAL,Y,2023-11-14T23:59:00,2023-11-14T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000319,2023-11-15,DAILY,393255.09,247403.04,26786.23,119065.82,APAC,Y,2023-11-15T23:59:00,2023-11-15T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000320,2023-11-16,DAILY,352489.33,230370.41,25137.20,96981.72,US_WEST,Y,2023-11-16T23:59:00,2023-11-16T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000321,2023-11-17,DAILY,390436.80,240007.27,25385.49,125044.04,EU_CENTRAL,Y,2023-11-17T23:59:00,2023-11-17T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000322,2023-11-18,DAILY,387975.82,275947.06,25633.13,86395.63,EU_CENTRAL,Y,2023-11-18T23:59:00,2023-11-18T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
EXP00000323,2023-11-19,DAILY,471691.08,300635.10,30700.03,140355.95,EU_CENTRAL,Y,2023-11-19T23:59:00,2023-11-19T23:59:00,2026-06-15T00:00:00,SALES_RECONCILIATION_SYSTEM,2026-06-01T11:29:09.519785,1,True
